Full Title,Car Name,URL,Price (in Lakhs),Location,City,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine,Transmission,Power,Drive Type,Mileage,Year of Manufacture
2022 Maruti Alto K10 VXI Plus,Maruti Alto,https://www.cardekho.com/buy-used-car-details/used-Maruti-alto-k10-vxi-plus-cars-Ahmedabad_0fe4f501-9090-4e9f-86c2-bcf3fbe5d170.htm,4.19,"Naroda, Ahmedabad",Ahmedabad,Oct 2022,Zero Dep,Petrol,5,12958,Ahmedabad,First Owner,998,Manual,65.71,N/A,24.39,2022
2024 MG Astor Sharp Pro CVT,MG Astor,https://www.cardekho.com/used-car-details/used-Mg-astor-sharp-pro-cvt-cars-Ahmedabad_30b4fca4-874f-4312-8d7b-df7c5b406bd2.htm,14.9,"Makarba, Ahmedabad",Ahmedabad,Sept 2024,Comprehensive,Petrol,5,1800,Ahmedabad,First Owner,1498,Automatic,108.49,FWD,14.82,2024
2023 Mahindra Thar LX Hard Top Diesel,Mahindra Thar,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-hard-top-diesel-cars-Ahmedabad_56c564d3-39fe-4e3f-8db1-e5fe7e6afa1c.htm,14.25,"Makarba, Ahmedabad",Ahmedabad,Aug 2023,Comprehensive,Diesel,4,32000,Ahmedabad,First Owner,2184,Manual,130.07,4WD,9.0,2023
2022 Tata Altroz XM plus BSVI,Tata Altroz,https://www.cardekho.com/buy-used-car-details/used-Tata-altroz-xm-plus-bsvi-cars-Ahmedabad_959ff7f6-9eb3-4c02-a50d-04801488a750.htm,5.88,"Mumatpura, Ahmedabad",Ahmedabad,Nov 2022,Zero Dep,Petrol,5,13665,Ahmedabad,First Owner,1199,Manual,86.83,N/A,19.33,2022
2017 Hyundai i10 Sportz Option,Hyundai i10,https://www.cardekho.com/used-car-details/used-Hyundai-i10-sportz-option-cars-Ahmedabad_1e6109ed-d050-4418-967d-4a7ae84604a4.htm,4.9,"Ramdev Nagar, Ahmedabad",Ahmedabad,May 2017,Comprehensive,Petrol,5,70000,Ahmedabad,First Owner,1197,Manual,78.9,N/A,20.36,2017
2014 Hyundai i20 Asta 1.2,Hyundai i20,https://www.cardekho.com/used-car-details/used-Hyundai-i20-asta-12-cars-Ahmedabad_74b2e705-06a6-474f-8016-6545c3fe2774.htm,3.95,"Makarba, Ahmedabad",Ahmedabad,Jul 2014,Expired,Petrol,5,71000,Ahmedabad,First Owner,1197,Manual,81.83,N/A,18.6,2014
2018 Maruti Vitara Brezza ZDi,Maruti Vitara,https://www.cardekho.com/used-car-details/used-Maruti-vitara-brezza-zdi-cars-Ahmedabad_551327ad-1005-4715-9ec8-ee909cf0bc06.htm,7.55,"Vasna, Ahmedabad",Ahmedabad,Feb 2018,Expired,Diesel,5,68300,Ahmedabad,First Owner,1248,Manual,88.5,FWD,24.3,2018
2016 Honda Jazz 1.2 S i VTEC,Honda Jazz,https://www.cardekho.com/used-car-details/used-Honda-jazz-12-s-i-vtec-cars-Ahmedabad_719cb75d-c138-408d-a2e0-1831a6e85bb4.htm,4.4,"Naranpura, Ahmedabad",Ahmedabad,May 2016,Expired,Petrol,5,75000,Ahmedabad,Second Owner,1199,Manual,88.7,N/A,18.7,2016
2019 Toyota Glanza V,Toyota Glanza,https://www.cardekho.com/used-car-details/used-Toyota-glanza-v-cars-Ahmedabad_8de3ee77-175c-42fd-bca8-88570faad40a.htm,5.9,"Alampur, Ahmedabad",Ahmedabad,Aug 2019,Expired,Petrol,5,42000,Valsad,First Owner,1197,Manual,81.8,N/A,21.01,2019
2019 Renault KWID 1.0 RXT Optional AT 2016-2019,Renault KWID,https://www.cardekho.com/buy-used-car-details/used-Renault-kwid-10-rxt-optional-at-2016-2019-cars-Ahmedabad_51605695-9856-4f79-acdd-e74406c93f3c.htm,3.65,"Mumatpura, Ahmedabad",Ahmedabad,Feb 2020,Zero Dep,Petrol,5,26535,Ahmedabad,First Owner,999,Automatic,67.0,N/A,23.01,2019
2016 Skoda Rapid 1.5 TDI AT Ambition,Skoda Rapid,https://www.cardekho.com/used-car-details/used-Skoda-rapid-15-tdi-at-ambition-cars-Ahmedabad_7ef1a4a2-4a4f-495b-9ca5-369694b96328.htm,4.75,"Navrangpura, Ahmedabad",Ahmedabad,Sept 2016,Comprehensive,Diesel,5,55000,Ahmedabad,Second Owner,1498,Automatic,103.52,N/A,21.66,2016
2014 Honda Brio S MT,Honda Brio,https://www.cardekho.com/used-car-details/used-Honda-brio-s-mt-cars-Ahmedabad_ce8ba7b5-ee74-4137-8749-a8fa746d13f5.htm,3.15,"Makarba, Ahmedabad",Ahmedabad,Nov 2014,Expired,Petrol,5,88000,Ahmedabad,First Owner,1198,Manual,86.8,N/A,19.4,2014
2014 Toyota Etios Cross 1.4L GD,Toyota Etios,https://www.cardekho.com/used-car-details/used-Toyota-etios-cross-14l-gd-cars-Ahmedabad_e4d50733-6399-408d-868f-5478ba046c7c.htm,3.55,Ahmedabad,Ahmedabad,Jul 2015,Expired,Diesel,5,78000,Ahmedabad,First Owner,1364,Manual,67.06,N/A,23.59,2014
2017 Hyundai Grand i10 Magna,Hyundai Grand,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-magna-cars-Ahmedabad_7aa242bb-f9e7-4087-8360-fc7638239dae.htm,4.75,"Alampur, Ahmedabad",Ahmedabad,Nov 2017,Third Party,Petrol,5,58000,Gandhinagar,First Owner,1197,Manual,82.0,N/A,18.9,2017
2013 Honda Brio S MT,Honda Brio,https://www.cardekho.com/used-car-details/used-Honda-brio-s-mt-cars-Ahmedabad_d5db8231-8187-402b-bb8b-896b11b4fa83.htm,2.1,Ahmedabad,Ahmedabad,Aug 2013,Expired,Petrol,5,83000,Ahmedabad,Second Owner,1198,Manual,86.8,N/A,19.4,2013
2015 Maruti S Cross DDiS 200 Alpha,Maruti S,https://www.cardekho.com/used-car-details/used-Maruti-s-cross-ddis-200-alpha-cars-Ahmedabad_67c1ea72-b9f0-4d06-9873-c822c0fc8ecc.htm,5.5,"Makarba, Ahmedabad",Ahmedabad,Jan 2016,Expired,Diesel,5,72000,Ahmedabad,First Owner,1248,Manual,88.5,FWD,23.65,2015
2015 Maruti Wagon R VXI BS IV,Maruti Wagon,https://www.cardekho.com/buy-used-car-details/used-Maruti-wagon-r-vxi-bs-iv-cars-Ahmedabad_a7e174f7-8e7b-4bdf-a838-87ee95d7c0cc.htm,3.25,"Naroda, Ahmedabad",Ahmedabad,May 2015,Third Party,Petrol,5,19482,Ahmedabad,First Owner,998,Manual,67.04,N/A,20.51,2015
2017 Land Rover Discovery HSE 3.0 TD6,Land Rover,https://www.cardekho.com/used-car-details/used-Land-rover-discovery-hse-30-td6-cars-Ahmedabad_3fb379e3-b79b-47cf-aa1a-83bdfc84998b.htm,22.0,"Ambli, Ahmedabad",Ahmedabad,Dec 2017,Comprehensive,Diesel,7,82000,Ahmedabad,First Owner,2993,Automatic,255.0,AWD,N/A,2017
2016 Maruti Celerio VXI,Maruti Celerio,https://www.cardekho.com/used-car-details/used-Maruti-celerio-vxi-cars-Ahmedabad_7b507876-83b3-4734-a3fb-8f8e73b15d5c.htm,3.15,"Sardarnagar, Ahmedabad",Ahmedabad,Aug 2016,Third Party,Petrol,5,64000,Ahmedabad,First Owner,998,Manual,67.04,N/A,23.1,2016
2019 Maruti Swift AMT VXI,Maruti Swift,https://www.cardekho.com/used-car-details/used-Maruti-swift-amt-vxi-cars-Ahmedabad_28d9746c-cb6e-46f1-91f6-89add8c24e2e.htm,5.75,"Makarba, Ahmedabad",Ahmedabad,Feb 2019,Expired,Petrol,5,88000,Ahmedabad,First Owner,1197,Automatic,81.8,N/A,21.21,2019
2015 Ford Aspire 1.5 TDCi Titanium,Ford Aspire,https://www.cardekho.com/buy-used-car-details/used-Ford-aspire-15-tdci-titanium-cars-Ahmedabad_f436c965-7a38-4a38-8209-fb5f3027434e.htm,3.34,"Gota, Ahmedabad",Ahmedabad,Sept 2015,Comprehensive,Diesel,5,53779,Ahmedabad,First Owner,1498,Manual,99.0,N/A,25.83,2015
2022 Maruti Baleno Delta,Maruti Baleno,https://www.cardekho.com/used-car-details/used-Maruti-baleno-delta-cars-Ahmedabad_d611167f-73d0-4ec0-8a79-e3162650b842.htm,6.25,"Naranpura Vistar, Ahmedabad",Ahmedabad,Sept 2022,Comprehensive,Petrol,5,61000,Ahmedabad,First Owner,1197,Manual,81.8,N/A,21.01,2022
2015 Maruti Wagon R VXI BS IV,Maruti Wagon,https://www.cardekho.com/used-car-details/used-Maruti-wagon-r-vxi-bs-iv-cars-Ahmedabad_1b7a0953-0051-4d5c-8896-4eb4c0874c5e.htm,3.5,"Makarba, Ahmedabad",Ahmedabad,Dec 2015,Comprehensive,Petrol,5,38000,Ahmedabad,Second Owner,998,Manual,67.04,N/A,20.51,2015
2019 Hyundai Creta 1.6 SX Automatic,Hyundai Creta,https://www.cardekho.com/used-car-details/used-Hyundai-creta-16-sx-automatic-cars-Ahmedabad_40417ad2-0d75-4cbe-9be7-8c834207862d.htm,9.9,"Makarba, Ahmedabad",Ahmedabad,Mar 2019,Comprehensive,Petrol,5,48000,Ahmedabad,Second Owner,1591,Automatic,121.3,FWD,14.8,2019
2017 Honda City i-DTEC ZX,Honda City,https://www.cardekho.com/used-car-details/used-Honda-city-i-dtec-zx-cars-Ahmedabad_4f8beb97-3692-4b2d-8517-26ff2b54494c.htm,8.25,"Makarba, Ahmedabad",Ahmedabad,Nov 2017,Expired,Diesel,5,73000,Gandhinagar,First Owner,1498,Manual,97.9,N/A,25.6,2017
2019 Hyundai i20 Sportz Plus BSIV,Hyundai i20,https://www.cardekho.com/used-car-details/used-Hyundai-i20-sportz-plus-bsiv-cars-Ahmedabad_3ea86a3d-7a84-4f7c-a436-1d8c64531b19.htm,6.5,"Makarba, Ahmedabad",Ahmedabad,Dec 2019,Expired,Petrol,5,71000,Ahmedabad,First Owner,1197,Manual,81.86,N/A,18.6,2019
2022 Maruti Wagon R VXI,Maruti Wagon,https://www.cardekho.com/used-car-details/used-Maruti-wagon-r-vxi-cars-Ahmedabad_3489eebc-c732-48f5-81e2-8919c7993afe.htm,5.25,"Alampur, Ahmedabad",Ahmedabad,Jul 2022,Third Party,Petrol,5,26000,Vadodara,First Owner,998,Manual,67.05,N/A,21.79,2022
2020 Tata Altroz XZ Diesel BSVI,Tata Altroz,https://www.cardekho.com/used-car-details/used-Tata-altroz-xz-diesel-bsvi-cars-Ahmedabad_94e7aa97-354f-4c52-8fd5-acd017c372c0.htm,7.25,"Alampur, Ahmedabad",Ahmedabad,Dec 2020,Expired,Diesel,5,30000,Surat,First Owner,1497,Manual,88.77,N/A,23.64,2020
2016 Honda City i VTEC V,Honda City,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-v-cars-Ahmedabad_acec3fbd-836b-4b39-b5a5-fb62c0bd8114.htm,5.5,"Makarba, Ahmedabad",Ahmedabad,Nov 2016,Expired,Petrol,5,81000,Ahmedabad,First Owner,1497,Manual,117.3,N/A,17.8,2016
2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai Grand,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Ahmedabad_050d2979-f7f1-4c3b-97e2-2892e9448a13.htm,4.67,"Mumatpura, Ahmedabad",Ahmedabad,Oct 2017,Zero Dep,Petrol,5,38073,Ahmedabad,First Owner,1197,Manual,81.86,N/A,18.9,2017
2021 Skoda Kushaq 1.0 TSI Ambition AT BSVI,Skoda Kushaq,https://www.cardekho.com/used-car-details/used-Skoda-kushaq-10-tsi-ambition-at-bsvi-cars-Ahmedabad_aa3ed522-cce4-4aa9-80b5-f88690afc5c4.htm,9.25,"Vasna, Ahmedabad",Ahmedabad,Nov 2021,Third Party,Petrol,5,20900,Ahmedabad,Second Owner,999,Automatic,113.98,FWD,17.2,2021
2020 Renault KWID RXL,Renault KWID,https://www.cardekho.com/buy-used-car-details/used-Renault-kwid-rxl-cars-Ahmedabad_b9465ffa-b101-4a42-83a1-78863ecd1df5.htm,3.42,"Mumatpura, Ahmedabad",Ahmedabad,Oct 2020,Expired,Petrol,5,13898,Ahmedabad,First Owner,799,Manual,53.26,N/A,22.25,2020
2015 Hyundai Verna 1.6 VTVT S,Hyundai Verna,https://www.cardekho.com/used-car-details/used-Hyundai-verna-16-vtvt-s-cars-Ahmedabad_a50ca25d-df20-41e9-80cf-324c1cbc87d4.htm,4.9,Ahmedabad,Ahmedabad,Nov 2015,Expired,Petrol,5,83000,Veraval,Second Owner,1591,Manual,121.3,N/A,17.01,2015
2018 Honda Jazz 1.2 SV i VTEC,Honda Jazz,https://www.cardekho.com/used-car-details/used-Honda-jazz-12-sv-i-vtec-cars-Ahmedabad_db1c039e-2aa4-47b7-b4ce-67b868b1688d.htm,4.9,"Naranpura, Ahmedabad",Ahmedabad,Apr 2018,Comprehensive,Petrol,5,57000,Ahmedabad,First Owner,1199,Manual,88.7,N/A,18.7,2018
2020 Renault Triber RXT BSIV,Renault Triber,https://www.cardekho.com/used-car-details/used-Renault-triber-rxt-bsiv-cars-Ahmedabad_fed29bd1-ecfe-4fef-b32b-820e7b9c8a40.htm,5.3,"Vasna, Ahmedabad",Ahmedabad,Oct 2020,Expired,Petrol,7,74700,Surat,First Owner,999,Manual,72.0,N/A,20.0,2020
2018 Maruti Ignis 1.2 AMT Delta BSIV,Maruti Ignis,https://www.cardekho.com/used-car-details/used-Maruti-ignis-12-amt-delta-bsiv-cars-Ahmedabad_2ad28277-c6d3-427a-b86e-383ac3bd1ec5.htm,4.4,"Makarba, Ahmedabad",Ahmedabad,Apr 2018,Comprehensive,Petrol,5,81000,Ahmedabad,First Owner,1197,Automatic,81.8,N/A,20.89,2018
2011 Toyota Etios VX,Toyota Etios,https://www.cardekho.com/used-car-details/used-Toyota-etios-vx-cars-Ahmedabad_f0620226-c4e2-4aa9-91bc-2933f37c8f21.htm,3.4,"Makarba, Ahmedabad",Ahmedabad,Sept 2012,Comprehensive,Petrol,5,63000,Ahmedabad,First Owner,1496,Manual,88.7,N/A,17.6,2011
2020 Honda WR-V SV,Honda WR-V,https://www.cardekho.com/used-car-details/used-Honda-wr-v-sv-cars-Ahmedabad_7e64d0c8-6a8e-4221-a8cf-2ff7229b2ecb.htm,6.25,"Alampur, Ahmedabad",Ahmedabad,Nov 2020,Expired,Petrol,5,50000,Surat,First Owner,1199,Manual,88.5,N/A,16.5,2020
2016 Maruti Swift VXI,Maruti Swift,https://www.cardekho.com/used-car-details/used-Maruti-swift-vxi-cars-Ahmedabad_fcfbc8cd-8ff2-4c30-a7fe-7589d4d7b38a.htm,4.75,"Naranpura, Ahmedabad",Ahmedabad,Jun 2016,Expired,Petrol,5,60000,Ahmedabad,First Owner,N/A,Manual,N/A,N/A,N/A,2016
2021 MG Hector Sharp DCT,MG Hector,https://www.cardekho.com/used-car-details/used-Mg-hector-sharp-dct-cars-Ahmedabad_d5e95f63-7742-4163-a1c2-721876938766.htm,14.25,"Ambli, Ahmedabad",Ahmedabad,Jan 2021,Comprehensive,Petrol,5,35000,Gandhinagar,First Owner,1451,Automatic,141.0,FWD,13.96,2021
2018 Honda Jazz V,Honda Jazz,https://www.cardekho.com/buy-used-car-details/used-Honda-jazz-v-cars-Ahmedabad_f257b35e-0e74-4500-89a2-81156119ca16.htm,4.8,"Gota, Ahmedabad",Ahmedabad,Mar 2018,Comprehensive,Petrol,5,66619,Gandhinagar,Second Owner,1199,Manual,88.5,N/A,17.1,2018
2019 Maruti Swift Dzire AMT VXI,Maruti Swift,https://www.cardekho.com/used-car-details/used-Maruti-swift-dzire-amt-vxi-cars-Ahmedabad_efb204c3-1a8a-4027-8b62-c34fc8b521f2.htm,5.7,"Vasna, Ahmedabad",Ahmedabad,Oct 2019,Expired,Petrol,5,58900,Banaskantha,First Owner,1197,Automatic,81.8,N/A,21.21,2019
2016 Maruti S Cross DDiS 200 Zeta,Maruti S,https://www.cardekho.com/used-car-details/used-Maruti-s-cross-ddis-200-zeta-cars-Ahmedabad_df7fc52a-a3de-4dad-bfe4-9f08305d3cbb.htm,6.25,"Makarba, Ahmedabad",Ahmedabad,Mar 2016,Comprehensive,Diesel,5,48000,Ahmedabad,First Owner,1248,Manual,88.5,FWD,23.65,2016
2012 Hyundai EON Era Plus,Hyundai EON,https://www.cardekho.com/used-car-details/used-Hyundai-eon-era-plus-cars-Ahmedabad_a5f077b4-ff3d-4303-b254-740dc2e6f667.htm,2.31,"Navrangpura, Ahmedabad",Ahmedabad,Nov 2012,Comprehensive,Petrol,5,33000,Ahmedabad,First Owner,814,Manual,55.2,N/A,21.1,2012
2021 Maruti Alto 800 LXI Opt BSVI,Maruti Alto,https://www.cardekho.com/buy-used-car-details/used-Maruti-alto-800-lxi-opt-bsvi-cars-Ahmedabad_33e1efc5-f0ab-482e-a7a2-57c02358b0f5.htm,3.34,"Naroda, Ahmedabad",Ahmedabad,Dec 2021,Zero Dep,Petrol,5,48769,Kheda,First Owner,796,Manual,47.33,N/A,22.05,2021
2012 Maruti Alto K10 2010-2014 VXI,Maruti Alto,https://www.cardekho.com/used-car-details/used-Maruti-alto-k10-2010-2014-vxi-cars-Ahmedabad_188bca90-e9cf-4adc-a981-758bcca0c2b0.htm,1.75,"Naranpura, Ahmedabad",Ahmedabad,Aug 2012,Comprehensive,Petrol,5,76000,Ahmedabad,First Owner,998,Manual,67.1,N/A,20.92,2012
2018 Mahindra Marazzo M2 8Str BSIV,Mahindra Marazzo,https://www.cardekho.com/used-car-details/used-Mahindra-marazzo-m2-8str-bsiv-cars-Ahmedabad_8dee6844-fb47-40ad-ac51-06674509e31d.htm,6.0,"Paldi, Ahmedabad",Ahmedabad,Oct 2018,Comprehensive,Diesel,8,98000,Ahmedabad,First Owner,1497,Manual,121.0,N/A,17.3,2018
2023 Maruti Ciaz Alpha AT,Maruti Ciaz,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-alpha-at-cars-Ahmedabad_a855184f-066e-4746-8dfe-280310fed757.htm,10.31,"Teen Darwaja, Ahmedabad",Ahmedabad,May 2023,Comprehensive,Petrol,5,6000,Vadodara,First Owner,1462,Automatic,103.25,N/A,20.04,2023
2011 Hyundai i10 Era,Hyundai i10,https://www.cardekho.com/used-car-details/used-Hyundai-i10-era-cars-Ahmedabad_ec9d1eb2-2cee-4e3e-bcfb-7c51ccfe47e7.htm,1.9,"Vasna, Ahmedabad",Ahmedabad,Feb 2012,Expired,Petrol,5,66000,Ahmedabad,First Owner,1086,Manual,68.05,N/A,19.81,2011
2018 Maruti Swift Dzire VXI 1.2,Maruti Swift,https://www.cardekho.com/used-car-details/used-Maruti-swift-dzire-vxi-12-cars-Ahmedabad_c2945d7e-7f5f-4fd7-9054-0a28143742c0.htm,5.25,"Abasana, Ahmedabad",Ahmedabad,Mar 2018,Comprehensive,Petrol,5,48500,Ahmedabad,First Owner,1197,Manual,81.8,N/A,21.21,2018
2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai Grand,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Ahmedabad_628f992d-9d9e-4143-8dfb-0dfeace9e565.htm,5.25,"Naranpura, Ahmedabad",Ahmedabad,Dec 2019,Comprehensive,Petrol,5,87000,Kheda,First Owner,1197,Manual,81.86,N/A,18.9,2019
2020 Maruti S-Presso VXI,Maruti S-Presso,https://www.cardekho.com/buy-used-car-details/used-Maruti-s-presso-vxi-cars-Ahmedabad_37a945e9-a64b-461b-95d3-e30334cfe498.htm,3.41,"Gota, Ahmedabad",Ahmedabad,May 2020,Comprehensive,Petrol,5,59069,Rajkot,First Owner,998,Manual,65.71,N/A,24.76,2020
2019 Hyundai Creta 1.6 SX Automatic,Hyundai Creta,https://www.cardekho.com/used-car-details/used-Hyundai-creta-16-sx-automatic-cars-Ahmedabad_e31719f1-6c4a-49e6-9752-8fa6111b50a5.htm,11.4,"Makarba, Ahmedabad",Ahmedabad,Oct 2019,Expired,Petrol,5,19000,Gandhinagar,First Owner,1591,Automatic,121.3,FWD,14.8,2019
2020 Hyundai Creta SX Opt Diesel AT BSVI,Hyundai Creta,https://www.cardekho.com/used-car-details/used-Hyundai-creta-sx-opt-diesel-at-bsvi-cars-Ahmedabad_7149075d-8f24-42ef-8cab-231872cebd9a.htm,14.25,"Gota, Ahmedabad",Ahmedabad,Jul 2020,Comprehensive,Diesel,5,50000,Ahmedabad,First Owner,1493,Automatic,113.45,N/A,18.0,2020
2022 Tata Harrier XZS Dark Edition,Tata Harrier,https://www.cardekho.com/buy-used-car-details/used-Tata-harrier-xzs-dark-edition-cars-Ahmedabad_d13779ba-a1fc-463a-9ce6-95b4f6d4da6f.htm,15.83,"Mumatpura, Ahmedabad",Ahmedabad,Nov 2022,Third Party,Diesel,5,18567,Gandhinagar,First Owner,1956,Manual,167.67,N/A,16.35,2022
2023 Kia Sonet HTK Plus,Kia Sonet,https://www.cardekho.com/used-car-details/used-Kia-sonet-htk-plus-cars-Ahmedabad_1dc89bfd-725d-4cec-8bfb-550a0a3969c0.htm,10.5,"Chandkheda, Ahmedabad",Ahmedabad,Jun 2023,Third Party,Petrol,5,16000,Banaskantha,First Owner,1197,Manual,81.86,2WD,18.4,2023
2020 Maruti Alto 800 VXI BSVI,Maruti Alto,https://www.cardekho.com/buy-used-car-details/used-Maruti-alto-800-vxi-bsvi-cars-Ahmedabad_0ea6d65b-a090-40e6-8cad-3aaa536cab9d.htm,3.15,"Mumatpura, Ahmedabad",Ahmedabad,Jan 2021,Third Party,Petrol,5,48836,Ahmedabad,First Owner,796,Manual,47.33,N/A,22.05,2020
2015 Hyundai Grand i10 Magna,Hyundai Grand,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-magna-cars-Ahmedabad_1da926e8-d269-456c-a5de-9b58478e8543.htm,3.95,"Makarba, Ahmedabad",Ahmedabad,Oct 2015,Comprehensive,Petrol,5,83000,Ahmedabad,First Owner,1197,Manual,82.0,N/A,18.9,2015
2017 Maruti Ciaz 1.3 S,Maruti Ciaz,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-13-s-cars-Ahmedabad_323dd37c-12db-490d-958f-d3ae00fdd465.htm,6.75,"Naranpura, Ahmedabad",Ahmedabad,Sept 2017,Expired,Diesel,5,73000,Vadodara,First Owner,1248,Manual,88.5,N/A,28.09,2017
2019 Hyundai i20 Sportz Plus BSIV,Hyundai i20,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-sportz-plus-bsiv-cars-Ahmedabad_39066a32-079f-4820-9d3d-f14d60375f3e.htm,6.2,"Naroda, Ahmedabad",Ahmedabad,Jun 2019,Expired,Petrol,5,53010,Ahmedabad,First Owner,1197,Manual,81.86,N/A,18.6,2019
2015 Maruti Celerio ZXI AMT,Maruti Celerio,https://www.cardekho.com/buy-used-car-details/used-Maruti-celerio-zxi-amt-cars-Ahmedabad_0d8a93a1-6ebe-4e85-ae96-d23886390ad4.htm,3.28,"Naroda, Ahmedabad",Ahmedabad,Nov 2015,Third Party,Petrol,5,69629,Ahmedabad,First Owner,N/A,Automatic,N/A,N/A,N/A,2015
2019 Renault Triber RXZ,Renault Triber,https://www.cardekho.com/buy-used-car-details/used-Renault-triber-rxz-cars-Ahmedabad_39c1cba4-9b00-4232-a6b8-45436368427e.htm,5.45,"Naroda, Ahmedabad",Ahmedabad,Oct 2019,Zero Dep,Petrol,7,75425,Vadodara,First Owner,999,Manual,71.01,N/A,20.0,2019
2014 Nissan Sunny Diesel XL,Nissan Sunny,https://www.cardekho.com/used-car-details/used-Nissan-sunny-diesel-xl-cars-Ahmedabad_555baaed-1773-41d5-aaa7-4619226cbbca.htm,2.7,"Naranpura, Ahmedabad",Ahmedabad,Jun 2014,Comprehensive,Diesel,5,74000,Gandhinagar,Second Owner,N/A,Manual,N/A,N/A,N/A,2014
2015 Honda Amaze S i-Vtech,Honda Amaze,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-s-i-vtech-cars-Ahmedabad_5596fdfe-cda5-4cba-a4af-620102ff96f9.htm,3.6,"Naroda, Ahmedabad",Ahmedabad,Feb 2015,Comprehensive,Petrol,5,68460,Ahmedabad,First Owner,1198,Manual,86.7,N/A,18.0,2015
2018 Mercedes-Benz GLE 350d,Mercedes-Benz GLE,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gle-350d-cars-Jaipur_207f5473-4d1f-4e31-bc07-709649988f6e.htm?adId=83&adType=41,47.0,"City, Jaipur",Jaipur,Oct 2019,Comprehensive,Diesel,5,50000,New Delhi,First Owner,2987,Automatic,254.79,AWD,N/A,2018
2013 Mercedes-Benz C-Class 220 CDI MT,Mercedes-Benz C-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-c-class-220-cdi-mt-cars-Jaipur_e0ce95b2-0815-4510-b588-dc97ac41d202.htm,6.0,"S.f.s.mansarovar, Jaipur",Jaipur,Feb 2013,Comprehensive,Diesel,5,124657,Jaipur,First Owner,2148,Manual,N/A,RWD,N/A,2013
2018 Honda City i-VTEC CVT VX,Honda City,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-cvt-vx-cars-Jaipur_d5a56fa5-37fd-4508-9838-daea146bf6a0.htm,7.9,"Nirman Nagar, Jaipur",Jaipur,Jun 2018,Comprehensive,Petrol,5,41106,Jaipur,First Owner,1497,Automatic,117.6,N/A,18.0,2018
2013 Volkswagen Vento 1.5 TDI Comfortline,Volkswagen Vento,https://www.cardekho.com/used-car-details/used-Volkswagen-vento-15-tdi-comfortline-cars-Jaipur_4fb86195-aa79-4f9f-ba42-1409993c588e.htm,4.21,"Mrec, Jaipur",Jaipur,Sept 2013,Comprehensive,Diesel,5,90000,Jaipur,Second Owner,1498,Manual,103.2,N/A,20.34,2013
2021 Mercedes-Benz A-Class Limousine A 200d,Mercedes-Benz A-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-a-class-limousine-a-200d-cars-Jaipur_44b8395b-f748-4d8f-9d91-ca9ac5772957.htm?adId=110&adType=41,35.0,"City, Jaipur",Jaipur,Nov 2021,Comprehensive,Diesel,5,47000,bharatpur,First Owner,1950,Automatic,160.92,FWD,N/A,2021
2021 Honda Amaze 2nd Gen S BSVI,Honda Amaze,https://www.cardekho.com/used-car-details/used-Honda-amaze-2nd-gen-s-bsvi-cars-Jaipur_a4a9796c-a09a-44fa-a5ad-c18bf46964c4.htm,6.0,"Ashok Nagar, Jaipur",Jaipur,Jul 2021,Expired,Petrol,5,62600,Jaipur,First Owner,1199,Manual,88.5,N/A,18.6,2021
2022 Hyundai i20 Asta Opt IVT BSVI,Hyundai i20,https://www.cardekho.com/used-car-details/used-Hyundai-i20-asta-opt-ivt-bsvi-cars-Jaipur_20c23239-acbf-4bc9-b601-fc40ade772f8.htm,10.5,"Nirman Nagar, Jaipur",Jaipur,Oct 2023,Comprehensive,Petrol,5,8540,Jaipur,First Owner,1197,Automatic,86.76,N/A,19.65,2022
2020 Kia Seltos GTX,Kia Seltos,https://www.cardekho.com/used-car-details/used-Kia-seltos-gtx-cars-Jaipur_e4168cf9-6686-4a70-9a0e-7dc116d050ba.htm,13.25,"Nirman Nagar, Jaipur",Jaipur,Nov 2020,Comprehensive,Petrol,5,31111,Jaipur,First Owner,1353,Manual,113.43,FWD,16.8,2020
N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
